studentextuserid,classcode
std_1589441073980_3656,PUY3-7p2L
std_1589441075986_3657,uH9R-Xp69
std_1589441078010_3658,3vTi-hWFi
std_1589441082023_3660,WYBp-WjEV
std_1589441084033_3661,fT2J-j3kQ
std_1589441086043_3662,jZ4W-KD69
std_1589441088058_3663,4XP8-Q6gt
std_1589441090070_3664,mMHK-ko7Y
std_1589441094091_3666,GDg4-W9AU
std_1589441096102_3667,qsRm-Xfsm
std_1589441098113_3668,67F7-zW7Z
std_1589441100124_3669,ft2z-7HF3
std_1589441102141_3670,CEC6-VgcF
std_1589441104157_3671,2uDf-9TxZ
std_1589441106170_3672,xq2m-A93w
std_1589441108187_3673,R7R7-3dF9
std_1589441110200_3674,FE6o-pRAi
std_1589441112209_3675,dsT2-HnjW
std_1589441114221_3676,KaVC-gAQ7
std_1589441116232_3677,2F76-gb6D
std_1589441118243_3678,j2cg-JbVM
std_1589441120252_3679,82h8-z2WB
std_1589441122262_3680,x2Yw-v7YB
std_1589441124273_3681,guH4-NKa7
std_1589441126296_3682,mhZs-C3nw
std_1589441128296_3683,WGDA-vA46
std_1589441130308_3684,8ver-c2mv
std_1589441133277_3685,8Acn-qKX4
std_1589441135269_3686,pQEW-KPCj
std_1589441137281_3687,Pfv7-QK6Q
std_1589441139300_3688,KTv9-ve3G
std_1589441141313_3689,EFZf-24sU
std_1589441143328_3690,gJF4-kifp
std_1589441145340_3691,Quca-DQ4P
std_1589441147349_3692,8tkH-M4Z2
std_1589441149360_3693,hrvc-8fN6
std_1589441151369_3694,6Xq7-FZjh
std_1589441153396_3695,Fyrz-38nk
std_1589441155396_3696,R9ms-8ce6
std_1589441157400_3697,3Kt9-PABk
std_1589441159410_3698,d3Gi-6nPC
std_1589441161421_3699,K2XG-Rs8p
std_1589441163430_3700,HnYJ-zrcb
std_1589441165454_3701,L3V9-hi9B
std_1589441167483_3702,AtNs-yQj6
std_1589441169496_3703,ginH-Rxag
std_1589441171508_3704,26C6-r6b2
std_1589441173519_3705,QpFu-bXzN
std_1589441175530_3706,V8a9-vD7K
std_1589441177541_3707,Tbq3-qFmu
std_1589441179553_3708,7N4Y-TYNY
std_1589441181565_3709,TRqx-43n4
std_1589441183575_3710,gz7F-Yrw6
std_1589441185586_3711,gDAt-nKtg
std_1589441187598_3712,rCiC-dw2i
std_1589441189620_3713,jT9H-4Ei3
std_1589441191639_3714,hJms-iv4G
std_1589441193656_3715,2w4x-di23
std_1589441195675_3716,Rp9c-q2Uv
std_1589441197686_3717,v2FZ-Xtv9
std_1589441201714_3719,3WYr-j3a4
std_1589441203729_3720,L6RB-buVF
std_1589441205745_3721,pgKx-2G46
std_1589441207763_3722,GFH2-cPr6
std_1589441209779_3723,4igm-NCQg
std_1589441211794_3724,K68q-e4ng
std_1589441213809_3725,A9oK-X6PD
std_1589441215827_3726,C4ij-Aa7V
std_1589441217845_3727,v39c-iC6U
std_1589441219860_3728,46Wd-87vy
std_1589441221875_3729,rV9D-8ZL3
std_1589441223886_3730,oMdE-6LvP
std_1589441225900_3731,8aTJ-2w98
std_1589441227941_3732,ERHW-r4Yg
std_1589441229956_3733,sgq4-7sVs
std_1589441231970_3734,3hZG-jB2C
std_1589441233982_3735,p9LV-n78D
std_1589441235997_3736,Yi9t-3Ma7
std_1589441238010_3737,FCpE-87ZY
std_1589441240020_3738,rc6j-dYqt
std_1589441242032_3739,dmsK-XPpc
std_1589441244042_3740,AZ27-LAh8
std_1589441246052_3741,4q8x-2J9H
std_1589441248064_3742,mykf-uekR
std_1589441250075_3743,482D-fJ98
std_1589441252085_3744,MZ6F-jtQ9
std_1589441254096_3745,y4tj-KGP7
std_1589441256120_3746,63Ls-yWET
std_1589441258117_3747,md6U-tJE8
std_1589441262197_3749,FfCF-mu4a
std_1589441264207_3750,Baes-iQiZ
std_1589441266218_3751,hmas-qaKy
std_1589441268229_3752,jvEM-eZ8P
std_1589441270238_3753,3h3u-hvn9
std_1589441272248_3754,Yo9q-Z49c
std_1589441276274_3756,BRDL-w46H
std_1589441280315_3758,Buxc-eMC3
std_1589441282326_3759,79EC-K6Kd
std_1589441284338_3760,qQZ9-6J9L
std_1589441286347_3761,nRAw-4zrJ
std_1589441288359_3762,gZRY-XW6o
std_1589441290371_3763,NnHU-R7eN
std_1589441292383_3764,kJQ4-bmGC
std_1589441294393_3765,FgZu-326c
std_1589441296402_3766,98fC-dbAC
std_1589441298413_3767,TbBo-3dnZ
std_1589441300424_3768,PuCZ-ev2b
std_1589441302435_3769,YE8K-2rcr
std_1589441304448_3770,kKPc-9M6B
std_1589441306459_3771,pjrs-tRf4
std_1589441308472_3772,8BZg-oJ7p
std_1589441310484_3773,oFeG-e2Lz
std_1589441312511_3774,L64n-wAU4
std_1589441314512_3775,fXkX-4xgK
std_1589441316554_3776,T9V4-JyQt
std_1589441318568_3777,8KkB-W8MJ
std_1589441320585_3778,cU4T-3K2E
std_1589441322596_3779,JqmW-fVwt
std_1589441324607_3780,7WuU-Q6EY
std_1589441326621_3781,C9NY-QUVJ
std_1589441328634_3782,MRLy-6V32
std_1589441330645_3783,Zn6j-AjLB
std_1589441332657_3784,roTD-pPGn
std_1589441334669_3785,CgQM-n3eL
std_1589441336682_3786,yHbk-7eq7
std_1589441338694_3787,AyAk-o4cf
std_1589441340706_3788,N7kU-bVQz
std_1589441342715_3789,XxP2-g29H
std_1589441344737_3790,DpkZ-rAqH
std_1589441346738_3791,hDqd-3Uxh
std_1589441348748_3792,7A3R-Yefe
std_1589441350758_3793,E32x-dZyP
std_1589441352770_3794,jWE9-EQ3n
std_1589441354780_3795,c72d-MDQ6
std_1589441356815_3796,kBzN-42Vk
std_1589441358831_3797,s4xj-7r2N
std_1589441360840_3798,MTGi-DoiY
std_1589441362851_3799,r8qy-3Z96
std_1589441364862_3800,FswF-wfEH
std_1589441366873_3801,f3qn-Mq29
std_1589441368882_3802,zKzp-F43U
std_1589441370893_3803,32n3-u9jt
std_1589441372904_3804,keKn-9AdJ
std_1589441374913_3805,64jD-8PW7
std_1589441376925_3806,gU9D-Zr7e
std_1589441378935_3807,U9s4-7V23
std_1589441380945_3808,737C-e426
std_1589441382955_3809,eZgb-x2J8
std_1589441384966_3810,6x74-Li2G
std_1589441386977_3811,cRKQ-qe2W
std_1589441388988_3812,pwea-s3Zr
std_1589441390997_3813,tk2Y-u7da
std_1589441393028_3814,7RKh-n6Nf
std_1589441395178_3815,RpE9-8KzR
std_1589441397205_3816,wGtf-V3mb
std_1589441399214_3817,3yDg-Cwm6
std_1589441401228_3818,3yVs-3c4E
std_1589441403245_3819,98Uh-6PbF
std_1589441405265_3820,ukiF-ta6s
std_1589441407279_3821,K8WV-z63e
std_1589441409295_3822,738c-82Le
std_1589441411309_3823,6A2s-Fyk6
std_1589441413322_3824,7m47-yrf9
std_1589441415335_3825,drtL-6vX6
std_1589441417347_3826,9dug-bRFh
std_1589441419361_3827,UwRW-7NAb
std_1589441421371_3828,9CHu-sxvp
std_1589441423382_3829,Zdz4-t2kd
std_1589441425405_3830,7AuM-kMmz
std_1589441427399_3831,kn96-263B
std_1589441429404_3832,txwZ-9NCt
std_1589441431409_3833,BYRy-URsQ
std_1589441433452_3834,a6BM-QGoa
std_1589441435455_3835,6zC8-9E2D
std_1589441437460_3836,Vj3B-W8vo
std_1589441439466_3837,MQxi-zVLP
std_1589441441476_3838,tznr-B6H6
std_1589441443474_3839,vaks-8PuJ
std_1589441449501_3842,ZnQ3-9D92
std_1589441451506_3843,x4wJ-48oX
std_1589441455518_3845,hFHh-am3i
std_1589441457524_3846,pqEs-gGju
std_1589441461536_3848,zUnH-GTZQ
std_1589441463546_3849,s767-n7Z8
std_1589441465552_3850,Tmx4-AxsA
std_1589441467563_3851,MDXD-ZGzA
std_1589441469569_3852,6eq2-YwY2
std_1589441471589_3853,94KU-B6Zs
std_1589441475597_3855,m482-3TYD
std_1589441477604_3856,PUY3-7p2L
std_1589441481613_3858,3vTi-hWFi
std_1589441483621_3859,pqQK-Y7Fu
std_1589441485625_3860,WYBp-WjEV
std_1589441487631_3861,fT2J-j3kQ
std_1589441489636_3862,jZ4W-KD69
std_1589441491640_3863,4XP8-Q6gt
std_1589441493645_3864,mMHK-ko7Y
std_1589441495652_3865,pzat-c2Yd
std_1589441497655_3866,GDg4-W9AU
std_1589441499660_3867,qsRm-Xfsm
std_1589441501665_3868,67F7-zW7Z
std_1589441503669_3869,ft2z-7HF3
std_1589441505674_3870,CEC6-VgcF
std_1589441507679_3871,2uDf-9TxZ
std_1589441509683_3872,xq2m-A93w
std_1589441511689_3873,R7R7-3dF9
std_1589441513749_3874,FE6o-pRAi
std_1589441515762_3875,dsT2-HnjW
std_1589441517771_3876,KaVC-gAQ7
std_1589441519778_3877,2F76-gb6D
std_1589441523790_3879,82h8-z2WB
std_1589441525795_3880,x2Yw-v7YB
std_1589441527800_3881,guH4-NKa7
std_1589441529805_3882,mhZs-C3nw
std_1589441531810_3883,WGDA-vA46
std_1589441533815_3884,8ver-c2mv
std_1589441535846_3885,8Acn-qKX4
std_1589441537850_3886,pQEW-KPCj
std_1589441539856_3887,Pfv7-QK6Q
std_1589441541860_3888,KTv9-ve3G
std_1589441543864_3889,EFZf-24sU
std_1589441545868_3890,gJF4-kifp
std_1589441547874_3891,Quca-DQ4P
std_1589441549879_3892,8tkH-M4Z2
std_1589441551931_3893,hrvc-8fN6
std_1589441553900_3894,6Xq7-FZjh
std_1589441555904_3895,Fyrz-38nk
std_1589441557909_3896,R9ms-8ce6
std_1589441559913_3897,3Kt9-PABk
std_1589441561918_3898,d3Gi-6nPC
std_1589441563923_3899,K2XG-Rs8p
std_1589441565928_3900,HnYJ-zrcb
std_1589441567933_3901,L3V9-hi9B
std_1589441569939_3902,AtNs-yQj6
std_1589441571944_3903,ginH-Rxag
std_1589441573948_3904,26C6-r6b2
std_1589441575952_3905,QpFu-bXzN
std_1589441577957_3906,V8a9-vD7K
std_1589441579962_3907,Tbq3-qFmu
std_1589441581966_3908,7N4Y-TYNY
std_1589441583971_3909,TRqx-43n4
std_1589441585977_3910,gz7F-Yrw6
std_1589441587982_3911,gDAt-nKtg
std_1589441590000_3912,rCiC-dw2i
std_1589441592006_3913,jT9H-4Ei3
std_1589441594011_3914,hJms-iv4G
std_1589441596016_3915,2w4x-di23
std_1589441598021_3916,Rp9c-q2Uv
std_1589441600026_3917,v2FZ-Xtv9
std_1589441602029_3918,U82j-htM2
std_1589441604034_3919,3WYr-j3a4
std_1589441606039_3920,L6RB-buVF
std_1589441608043_3921,pgKx-2G46
std_1589441610047_3922,GFH2-cPr6
std_1589441612054_3923,4igm-NCQg
std_1589441614058_3924,K68q-e4ng
std_1589441616063_3925,A9oK-X6PD
std_1589441618068_3926,C4ij-Aa7V
std_1589441620072_3927,v39c-iC6U
std_1589441622077_3928,46Wd-87vy
std_1589441624083_3929,rV9D-8ZL3
std_1589441626087_3930,oMdE-6LvP
std_1589441628092_3931,8aTJ-2w98
std_1589441630374_3932,ERHW-r4Yg
std_1589441632408_3933,sgq4-7sVs
std_1589441634413_3934,3hZG-jB2C
std_1589441636418_3935,p9LV-n78D
std_1589441638424_3936,Yi9t-3Ma7
std_1589441640428_3937,FCpE-87ZY
std_1589441642433_3938,rc6j-dYqt
std_1589441644440_3939,dmsK-XPpc
std_1589441646455_3940,AZ27-LAh8
std_1589441648452_3941,4q8x-2J9H
std_1589441650458_3942,mykf-uekR
std_1589441652466_3943,482D-fJ98
std_1589441654474_3944,MZ6F-jtQ9
std_1589441656480_3945,y4tj-KGP7
std_1589441658486_3946,63Ls-yWET
std_1589441660494_3947,md6U-tJE8
std_1589441662497_3948,BR7A-w34r
std_1589441664504_3949,FfCF-mu4a
std_1589441666509_3950,Baes-iQiZ
std_1589441669281_3951,hmas-qaKy
std_1589441671287_3952,jvEM-eZ8P
std_1589441673292_3953,3h3u-hvn9
std_1589441675296_3954,Yo9q-Z49c
std_1589441677302_3955,y6TJ-vZD3
std_1589441679306_3956,BRDL-w46H
std_1589441681323_3957,tRwk-W8cm
std_1589441685322_3959,79EC-K6Kd
std_1589441687326_3960,qQZ9-6J9L
std_1589441691336_3962,gZRY-XW6o
std_1589441695345_3964,kJQ4-bmGC
std_1589441697349_3965,FgZu-326c
std_1589441699354_3966,98fC-dbAC
std_1589441701359_3967,TbBo-3dnZ
std_1589441705368_3969,YE8K-2rcr
std_1589441707449_3970,kKPc-9M6B
std_1589441709456_3971,pjrs-tRf4
std_1589441711463_3972,8BZg-oJ7p
std_1589441713468_3973,oFeG-e2Lz
std_1589441715473_3974,L64n-wAU4
std_1589441717479_3975,fXkX-4xgK
std_1589441719485_3976,T9V4-JyQt
std_1589441721490_3977,8KkB-W8MJ
std_1589441723498_3978,cU4T-3K2E
std_1589441725504_3979,JqmW-fVwt
std_1589441727510_3980,7WuU-Q6EY
std_1589441729516_3981,C9NY-QUVJ
std_1589441731520_3982,MRLy-6V32
std_1589441733525_3983,Zn6j-AjLB
std_1589441735546_3984,roTD-pPGn
std_1589441737550_3985,CgQM-n3eL
std_1589441739558_3986,yHbk-7eq7
std_1589441741561_3987,AyAk-o4cf
std_1589441743566_3988,N7kU-bVQz
std_1589441745569_3989,XxP2-g29H
std_1589441747587_3990,DpkZ-rAqH
std_1589441749592_3991,hDqd-3Uxh
std_1589441751600_3992,7A3R-Yefe
std_1589441753604_3993,E32x-dZyP
std_1589441755608_3994,jWE9-EQ3n
std_1589441757614_3995,c72d-MDQ6
std_1589441759619_3996,kBzN-42Vk
std_1589441761624_3997,s4xj-7r2N
std_1589441763656_3998,MTGi-DoiY
std_1589441765668_3999,r8qy-3Z96
std_1589441767681_4000,FswF-wfEH
