tchextuserid,classname,classcode,assignment1,assignment2,assignment3,assignment4,assignment5
tch_20200623-215505_411,class_20200623-215505_411,CiBi-sQfH,304c4f7e-ecb1-4016-af35-52343f021898,004e652f-5a0e-4ec0-b950-d4b1794df0ea,d47baaed-c38c-4759-942b-81d1f3097d87,754459b8-01da-45af-91ca-43a0c1f8c4fa,de1e064c-b350-4837-b702-9512630edcd3,
tch_20200623-215505_413,class_20200623-215505_413,JcWj-Pt2D,275e510f-22f3-4dfc-8647-b8624f86f30a,5f14c675-23b7-48f1-b43a-e2e63a758197,f8f615fd-0de6-44fc-9f48-3fac6edf93e2,9ca901a3-9f13-4204-b813-e6836aaa36eb,6cc471d9-d9ec-490c-9884-a55baf072f68,
tch_20200623-215505_412,class_20200623-215505_412,Joc4-snPb,257a37d7-d8b7-49f6-b041-45f785df4de8,06c381a3-f20a-4d7f-8c92-977c44e5da68,8ee1b70d-0b5e-4f8e-a9f0-bc41dbe8267c,aba0e3e5-e0b4-4677-9f92-bae4c464dd97,b3ba87ba-f57d-49e7-91d0-421d85ea0e5c,
tch_20200623-215505_414,class_20200623-215505_414,rvNY-4niW,ed93a128-8041-40ab-8ede-56fa1364e366,64726dab-a6c1-456f-8c41-3a3bfa9a051f,13c0d854-c07c-4c18-aa3a-4fb88359f3f7,afd09b9e-d742-407d-9c24-78896b44cfb9,8c11c801-85cf-454e-9fed-552709647c6b,
tch_20200623-215505_417,class_20200623-215505_417,2kW9-r23Y,ab90977d-aa6e-40e0-a3a4-9bbc699222c7,9a1bddca-1f88-40a3-89fc-ba39d9faafeb,646826fa-8098-4a03-aa11-80fad20ab7a2,b4a3119e-4f7d-4f5a-8a46-ec988829da84,fffee48e-50b8-4cd9-b467-c1776f200b10,
tch_20200623-215505_416,class_20200623-215505_416,8rp2-R79n,91280b74-045c-47ba-91d9-9e10de1d0e27,d7987120-7b64-45db-8d01-aaa92a74b03b,79f4e66d-f2d7-44d9-8d6a-5446258f1bdf,060d10ad-fef0-4a7d-af52-4255bc9a256a,c8e4bbc3-3841-4a94-a28c-1174b175e25e,
tch_20200623-215505_415,class_20200623-215505_415,y4R6-yJxK,26f9a49b-1688-447d-b5cf-ccd28949b9e1,65cace75-f4b7-481e-912f-6f13816adc61,34f0a1f1-2cd6-4d4e-ad43-9b53161598b2,5b0602cc-42be-465f-bdb8-8d9b9fbc1462,ea7cd758-2f73-47de-9b00-11d78e4e2d7e,
tch_20200623-215505_421,class_20200623-215505_421,4t4k-rWi6,9a565685-b3be-43f0-aac9-82dee55f375d,e320d568-5b0d-411e-aaa5-6db6ade61cf8,bf1faa38-5fb4-42d0-b666-780b1e20cdeb,db14a244-8ecd-4014-bb01-9774c2c137be,640c91ab-2126-4462-b4ba-1d9a37d5dbe8,
tch_20200623-215505_422,class_20200623-215505_422,aZ9K-NuYv,1fcd0b1b-a2e2-45e6-b715-443aedccd684,1bc8ab5f-037d-476d-a1e6-db4f8c5dc16b,412a8d47-9335-4f63-986c-d343ae882fd3,cf102c3b-a0c7-402b-ae2e-36e79ae7a368,505ee646-e798-4d59-900b-de72483b75e5,
tch_20200623-215505_418,class_20200623-215505_418,7KbC-wLvf,98d4b908-d332-42ea-81b7-57cd68ab1fc2,b49eb126-63e1-494c-bc0f-cc4b6330c4ca,1450e5a6-cc0b-49d3-a186-ce07a5269a16,b08d4372-c1e9-4352-97a1-c6bae64b7a98,f8da321c-8495-4f25-93c8-5d6efdbe1ebf,
tch_20200623-215505_420,class_20200623-215505_420,yot3-wAmC,755bdb9c-8838-47c7-a121-111f2770abe1,db0f4927-f173-4fb6-b416-45bfdf6c44a6,609e2575-ece5-4607-9aff-d58843c0de75,c635c7a7-c40b-4f7d-8658-2e00d31bb0f5,b4e9c4b0-cac1-4c65-8b9c-6a379794bb4a,
tch_20200623-215505_419,class_20200623-215505_419,G62H-Ax83,40c7ce61-2441-4967-87e9-0d644571101d,f3680fbc-2f67-4119-88f8-cbe4263d184a,2934850c-dcdf-4aef-824c-b1cca7111b00,17edf4ae-b07d-4591-83ec-23e9a2c95f22,263881cb-c781-4b99-8c5a-93604705541a,
tch_20200623-215505_424,class_20200623-215505_424,s47s-6q6E,4fc8776c-480b-4ed5-908a-375647a98083,639c950f-e712-44d6-94e1-92d9ba49fe86,3c865af5-c5e9-47c8-ac68-98c11493e4f8,c5e1ab20-f43f-46c8-8a83-123e9e9d3ce6,a46fed4b-8fe6-46d0-bc09-dca896fe1ee2,
tch_20200623-215505_423,class_20200623-215505_423,d86q-4whb,f2bcf0e3-f6b2-4b3a-8693-76a16369caa5,be838f54-9acf-439d-af74-e0f86a114141,ef900603-21c3-40ed-86fe-d903e81c589d,0317f148-f993-407c-b5a0-b608756c13a4,f013890e-cd2c-43f2-b17e-4cacb70242c5,
tch_20200623-215505_425,class_20200623-215505_425,9pjr-E8gk,76b24e06-017f-4020-80bd-600f169228c8,0bfd37b5-312f-49d5-8e7d-676c38c821ea,3a12057f-5635-48ed-88cd-20ad430dc7d7,3de41267-8108-4518-992d-fa36de50372d,cc6616dc-4f2d-403e-a334-61ca6e992e37,
tch_20200623-215505_428,class_20200623-215505_428,rMm3-Wjn7,253c3f4a-899e-475c-a411-34ef6a4ef025,a56f5781-1ec9-4f47-8019-2cba690f7662,4c3ef637-38a0-4419-9d97-dd11d1690683,dc6c134a-1eb8-45a9-90c3-01ded94deebe,20e2e43f-a1bd-4504-a90b-f228afbdf98e,
tch_20200623-215505_427,class_20200623-215505_427,u2A9-LQ6b,52607b97-968b-4994-8372-f5c909d24177,3f480cd6-54e6-478b-88a5-6c7ae5fb00f3,44945704-bb16-4bb8-ae91-cc5d3391c8fb,ad5a13bb-2b39-4d6b-9c8a-935637227da5,251260d8-6745-4e71-9a15-8e0f9c8b2a94,
tch_20200623-215505_426,class_20200623-215505_426,ug27-krQc,6acaec57-6f59-4c5b-949b-add2158af5d5,bd68d7a7-847a-4521-8493-dc0cb1138a56,be9b343d-3f08-4156-82fb-825e0098b5a6,2e0e4cc6-a9e5-4ed2-a012-bca717571f8f,0e11857a-4d44-489b-b34b-8900c1a20eaf,
tch_20200623-215505_430,class_20200623-215505_430,uV2u-GTtH,854cd883-7bdd-4dfd-a148-6aa20e90d1db,a3dba443-09a7-4c0a-86c7-f135aa477405,9a3c64a5-47f0-44d5-9e8c-c44139230995,8b4bcb3d-b56a-4f9b-96e2-c67653fbfb14,661f737c-71b5-4977-9742-75714d8e794f,
tch_20200623-215505_432,class_20200623-215505_432,8Qyq-9p87,a67a72cf-261a-4acb-af40-1b2266bcc194,c1d44171-7bb4-450f-8f1a-439d3ae25eaf,fb122fe2-c124-41d8-82a1-bc423393dc9a,6c63f574-bfae-4e31-92ec-5f8fca6f9df4,6e1d7818-3eb5-4389-baad-ee9c50c6ddde,
tch_20200623-215505_429,class_20200623-215505_429,YTsi-Gsr6,20a752c5-66ea-4759-8c5e-79e88cd825ab,293bdcce-f1e7-40ca-a51b-b5cb8b06eb72,360ad697-03af-4454-90a7-2843a7a151e2,ac11429c-83bd-4d02-b52d-cb0a0f39f26c,11e42d48-3f1c-4fca-b1d6-ca523c2f01e0,
tch_20200623-215505_431,class_20200623-215505_431,yD3a-2FaT,14e3c9cf-e088-41a2-aa3e-fbc2e1c5bf97,62c7c012-8fca-4d57-824a-bf70b957901c,8e6968f1-27fc-4663-8883-d34661665f64,e42af2f2-e0d2-405c-9073-0e1ab4148ab2,bfcebe92-3950-4711-a55f-de40b4b63825,
tch_20200623-215505_433,class_20200623-215505_433,z4v3-vRDe,42ab5fbe-1b54-4b97-90b9-696801a902db,1afb1626-a0d2-4cb4-8396-7807c9d132dd,427bc578-5acf-4c2c-9159-66fbe8f34b14,ae1dcca6-8f51-4358-841c-9723db4215b6,ad746897-8afc-4585-a851-fca340105b4d,
tch_20200623-215505_435,class_20200623-215505_435,8Z7u-P3g6,d6c9c517-77a8-44aa-9c98-e04d34f7a9e8,3592d302-932a-4a3b-85fa-1d4ed02ef57b,f0458d1c-1bc1-45db-84c8-cbc92f2573ec,090f0ea6-ca92-448b-979a-915fb4b09470,ecb100e3-0d8e-4440-8c82-23a287e75815,
tch_20200623-215505_434,class_20200623-215505_434,j2ri-dY7a,863f5ea2-5524-4a0e-b9ff-a8a8e4ce2dbf,82cf9df7-ec4a-465d-a277-1790a7f18697,aa66baf2-76bf-4f57-b3e8-8e1d0c4619d1,0c03fb75-344c-44d0-9cdc-de2b4d31f2f5,456b3dfd-2db0-49ab-a580-b5b3ccc03617,
tch_20200623-215505_436,class_20200623-215505_436,gaXG-z9MT,edc76c1f-1ad8-4259-b237-bf5c1a9ad174,d7b89614-0e2e-48b1-a27c-d7a9e4595389,61c10ba5-2247-4a23-bdc8-4d6661a21ef3,acfa25f2-4d44-42bf-8386-3d7b3ba7999f,35fd6883-6a50-4aba-b2d7-a279bcf2bd6e,
tch_20200623-215505_437,class_20200623-215505_437,CuK4-gah9,0309251e-4e08-4888-84c3-0241ec630a74,291d8cb2-f863-41a7-88ac-e9065f02eb86,0d152ba6-ea36-47b2-9f17-8069aac8ef22,e4172f51-4a8f-4619-9bfb-5216afdf9972,08f1edbe-cb4c-4345-a529-daee28a1d2f7,
tch_20200623-215505_438,class_20200623-215505_438,h7az-HLY3,52dff8a4-4f33-495f-b915-b39a3eb5259a,c748779a-3675-409e-8dd4-6becac51127a,71c1847c-afbb-4c45-ac0e-a1cb83381a0c,d39c218b-99f1-4f56-ba42-b2ff1a8aab3b,1a6e1073-7567-4460-bf22-1d5793b45b07,
tch_20200623-215505_439,class_20200623-215505_439,M3bq-26xT,8db37ed7-3698-4bca-ac19-fe1a018d4a13,60d87add-384d-4a4b-8b94-daaeed29fe3d,4217ed8d-47a6-4e4e-b945-a9c0e583c3f0,b7c220a1-1a33-471e-8424-e1c062a9336c,495cca68-b134-4069-9040-6c835d1ef90c,
tch_20200623-215505_440,class_20200623-215505_440,23b8-4X4k,750f3dba-902e-4841-8642-198d80af82de,453b9ad3-92ca-44e6-ae72-63baef44f4c6,236326a5-407d-4771-9bf4-bf80371b768d,fe90edee-3f9a-40de-aaba-e743e4e52dd4,5cbbdd3b-da14-4a29-aa2a-0bafea8d5550,
tch_20200623-215505_444,class_20200623-215505_444,XW4D-e4wJ,fff00f7b-d134-42b0-b85b-55ec847d413b,b39af415-d148-49aa-b551-af2fedc8ed6e,0b3e02ca-63f2-4f75-82f2-99e46b484824,d62d2092-41d7-464e-a869-e1ef45f401f1,dfeca49d-0e8b-4dc5-bbc2-6831bd93056b,
tch_20200623-215505_441,class_20200623-215505_441,y8uV-F2j7,4cce4121-e748-4220-9be8-1f550637946e,f497e872-64fa-4316-b09d-1ee3b8cae2d1,74584b4f-4e88-4da4-8872-ac2aa9b88b70,4c7ac070-c336-4880-aac5-75f6f4210407,d04e1d48-3025-4d8a-b80b-3cfffa5d6f9d,
tch_20200623-215505_445,class_20200623-215505_445,htK8-4389,cffcea10-8ccb-4658-a03f-beb6a506f92a,a350bada-5d57-46fc-937c-f0202c7fed27,af8978d4-f0b2-48be-b205-5203cf151cc9,22a91e7c-6adc-4d55-8304-69e1b119140a,89b262bd-cd12-4a05-b3d3-ea25616f98bc,
tch_20200623-215505_442,class_20200623-215505_442,6qNp-QnFP,48eb1359-7f25-44da-b253-09d62d65268f,323dfb99-46ca-4537-9930-c1a7969371fe,27771e01-3a3f-47b3-b63e-101c0c914466,fa065811-bd6b-4b6f-a107-2c919c4d3915,349cfd48-fe78-426c-a8bb-c5c3393159bd,
tch_20200623-215505_446,class_20200623-215505_446,h893-84R4,d9489606-5b76-4d83-9fe9-82068aec708b,30d44a06-8cfb-4758-b1e1-75b67ec9c651,a6fbce13-cb3c-4c79-b8f4-5c94e8c123a3,039a17e8-d7bd-4b84-beb3-a4c7b39e5b76,80710120-a6d8-44e5-a7a3-2a0391e59c62,
tch_20200623-215505_447,class_20200623-215505_447,R26o-aC3h,41ab4175-e376-4d5b-82ec-1ce49a792804,bedb631a-2faa-4382-8345-2481a02c58f7,a60b1949-ad23-448c-be69-f80674f02709,7989e48f-a7bc-4891-9eae-96976e35acee,a271a76a-b6fa-4893-97ab-f78fd7069fd8,
tch_20200623-215505_443,class_20200623-215505_443,p7Rp-wML8,4ff4f1cd-f819-4d59-a190-a37b3a80872c,d2ccba13-1d55-4408-9791-487c77e78dbb,df41da0c-0a11-44ab-8090-2141395124a2,52311010-ba37-479e-994a-a1901f827051,952ec403-086a-4bc4-bcb5-d3c4c1ec7e8e,
tch_20200623-215505_448,class_20200623-215505_448,2w68-VXMn,e7309769-8b65-4d84-baed-d7c9211d9e3e,0f8441a0-bb13-455f-b66d-415026676009,f8be8794-4573-41a3-b2f0-6d3e554699d0,ccb55032-7ba7-47da-a5b8-86a1bb797b66,1c1f4c75-1048-428a-a38a-643417a8c470,
tch_20200623-215505_449,class_20200623-215505_449,76w8-a6uM,2b8578dd-e300-4c2f-9772-4d44f2700971,9c89bba0-252c-47be-bd1f-cb0f77ddbef7,f86c37fe-a1b8-4e7b-aa36-ea95d7c7ce1f,935de17f-e7f9-4b6f-ad99-0f428fdf50e2,321b6dea-0f57-45d2-97ab-5a0229bd1082,
tch_20200623-215505_452,class_20200623-215505_452,qo3c-WU9G,307c5995-f148-4845-9bae-efee97f38dbe,2afa6eb4-95cb-4b4f-bea6-5bff9f12c48a,9ca8ea42-008b-473e-aeaf-3d92520f35cf,d024399f-0738-4062-ab9b-338f14950e55,f0685ba5-f8e5-4e18-9511-d319d2b18cf3,
tch_20200623-215505_450,class_20200623-215505_450,zh3Q-iG4c,296c30ba-8b2a-4483-8222-ea25be3918e9,7537f604-d2f8-4ece-a0ba-594469a22819,18d1571d-7009-4a0b-a403-bcd24179363d,8bb56f4a-1de2-4f81-9864-1fe19f7601e0,665f8194-d5af-4167-8225-3f86f2b891b5,
tch_20200623-215505_451,class_20200623-215505_451,8s2s-9eMc,92affa95-9650-4aed-9b92-00c4222b2d25,49fec12f-e9e3-4e6f-941e-c1e2236aecc3,16bb7e29-d275-4804-b3c0-1b0c66c353d0,5aebbe52-a448-40da-b5e1-766d6b0754fe,ab671795-164f-4a22-8ffe-3835a93da37c,
tch_20200623-215505_456,class_20200623-215505_456,wyG8-97Vg,82a4d1f0-ec7d-41c7-8e4b-c7efdf27e079,04947593-fd0d-46cf-a9a4-345f01e610c8,7b3533d1-77e3-4122-bf31-e6ee517530da,437c8843-222b-4444-9e66-311f22a287ab,f8f1f1bc-1228-436f-906e-dc628051f1d7,
tch_20200623-215505_453,class_20200623-215505_453,XfF4-RwDk,bb324f85-20f2-4954-a1b1-66b9e0e9a2ba,f9b010bf-2357-4bef-81fd-a1d90f165802,711eebc4-4442-40a3-aeac-6cf5c6da5b6a,05438e77-2397-42f1-8e1a-ea9fa42628d6,54481713-c3a2-46c1-8b4e-e1be69263972,
tch_20200623-215505_455,class_20200623-215505_455,A7ix-ip9N,8152345c-597c-4fe7-8ca7-3082bc184376,2b97869a-d342-4720-9be5-f945831703b5,d2e63b71-db43-4802-8142-d652ca6529e6,6b24c4f2-39d0-4269-8403-42a164dc3255,04663de9-0263-4fc6-8ffe-b1846372e317,
tch_20200623-215505_454,class_20200623-215505_454,DzY2-s9e2,ad03d2cb-5d4f-49be-8fc9-405e023752cc,2face889-b1e8-4fa2-9b6c-1ab745b2e1bf,f4674e9e-4dec-4b41-a27f-ef6a18fec02b,75551fa1-6cd7-45c1-9797-d811ba5c961f,9e1d198f-5819-4fb2-9cc7-97ab1104826a,
tch_20200623-215505_457,class_20200623-215505_457,9Yd6-KhsF,6b3b53ad-e4a6-45e3-857d-7106efd6ea31,bff109be-4217-416e-8b1d-4bd092f94f5f,1fb6bb36-56dc-4196-ba63-84929afa4bb3,b2c9f987-7ee0-4a57-bb70-9f14a01fc1e8,38409116-3241-4409-97b0-595558ec8166,
tch_20200623-215505_458,class_20200623-215505_458,GN9R-EKzT,e30333f4-7b79-4639-8b5b-6969ac268081,846482fd-04c1-4e35-bc38-f40f49120bd8,ed64b512-1ae5-4b93-adfd-98a3015677fb,a43eb9ed-7e26-4df5-a403-1ab3d126fc12,8c4461de-74ec-4099-9d89-9a4d2f10d9c5,
tch_20200623-215505_461,class_20200623-215505_461,GA9J-A7XQ,178412fd-a560-4461-a494-6eecd0ced54a,8f8c4cfd-4d91-4203-8703-3bb07834d406,c44d0a2f-1d9f-4a2b-987c-0c95756d087e,cd45d1f3-13a8-4001-9348-b7c528b412d2,1c4e9dcf-a9f4-4953-a06a-3549c0362254,
tch_20200623-215505_460,class_20200623-215505_460,Q4ce-9ba4,bd8b309b-95d5-4287-b067-7c5c26e9614a,db01772e-c1e3-4536-9438-98a9a699f31d,09f68908-1d97-4bd4-a4c4-ae72636bfc2a,615bdcc0-f016-45df-b58e-059dcdcc6913,a01683d8-3895-4e57-a263-549c66425aac,
tch_20200623-215505_459,class_20200623-215505_459,qyub-kpyR,f32a0770-fe4b-4be4-b240-5da864c148f4,fed07909-326d-4c69-ae3d-87ff8dfb122f,d8ae6e1c-92de-4c0c-9e47-79ed3e9864c1,eb48dad0-eb98-4db3-aa09-6e6e6683c1df,7cd08dd0-ec63-441a-86a9-4cccb9b3bfa8,
tch_20200623-215505_462,class_20200623-215505_462,8bHD-2TMJ,b177f90f-5540-45cf-88ed-f2b284bc44e3,c3fe252b-c197-4c41-915e-a72b28c77643,adb60646-4e7e-4e3f-b7a6-ca5df84742a0,ec1d09c5-7cb7-4d85-953b-061a6d311077,eb0f6c37-08a2-4e8f-b471-ef8c0b0c4457,
tch_20200623-215505_466,class_20200623-215505_466,NVC2-e24n,27176371-8293-4cd8-ba54-3df8792500aa,740cfe07-bb37-4189-bcd7-2b8c54a3ef78,617e928c-d11a-43a5-bf73-011b4e0d5dc9,89844c4b-f179-45a7-a7dc-dcca8c25e825,07394df9-50bf-4f47-aa98-127c739fae8f,
tch_20200623-215505_463,class_20200623-215505_463,esiC-Tna2,310e6257-272f-46b9-826d-57afad18daea,8ec12074-ba59-440e-9338-d4716338b12a,4d4878da-7dfd-4342-b9f0-b81f5fa5e2ed,e09b14ff-5cce-4e7d-8a53-dcc465671daa,cf99937f-e63d-4535-85ea-6bc4d38fce87,
tch_20200623-215505_464,class_20200623-215505_464,rYPK-Hd6e,ca9b4983-6e59-4d59-9f09-c90f5e4603c3,611a3a48-46e0-403e-b050-453e35a53c91,ed93c2c2-8771-4c28-9a1b-ac88921f062d,fd157175-56c5-4f7e-bd46-258aabb7d8e8,07c93e0c-9d9d-491f-a93a-ebe530f56a29,
tch_20200623-215505_465,class_20200623-215505_465,2bGE-w3Ti,ed9a4e26-a85d-4583-aa1a-fc1de4a3ffab,2dfccca5-6b41-4ae4-a5b7-a8b196675f6d,537df66e-af00-4819-a8b2-02c0bb134f13,ab66697a-3e0f-4084-8251-5c73f5a75677,af898b57-4012-4588-ab85-65d3c27a018b,
tch_20200623-215505_467,class_20200623-215505_467,RdgR-va3u,e514dd05-b54c-40c5-83ca-02235f8813aa,ab89b3e0-3f3d-4628-9fc3-edc349f4cf22,c2752d8a-cff9-4ac9-9a1e-9ada0ec00fd5,edac6524-e60b-4d88-9a51-69411f78f7bb,ed2e3470-b6d8-4605-b50c-d03cda7a54e8,
tch_20200623-215505_469,class_20200623-215505_469,mN7i-68v8,41c66838-6012-417f-ba2b-d6a79154e32f,f299de56-d229-49f7-b05e-612c31cfebfa,8041f942-7ec5-4521-af48-a1d023e50208,638f1df6-cef6-4285-9835-b5bceffcf473,b124c2fd-e590-496e-b313-06b74970c71d,
tch_20200623-215505_470,class_20200623-215505_470,YiQs-3b3G,5fea1a2e-43ac-4fde-87c3-d81460094589,b133d862-7fc6-46dc-83cd-f88b3eef76a0,9a7a4468-65b0-4f2a-8dcf-f05fb3b8fb94,926c5cdf-214a-4b97-b4ea-1e3b429d763f,eb0670ca-609e-46fa-b9e6-934faf5bda04,
tch_20200623-215505_471,class_20200623-215505_471,nWNd-kg2d,e047fe37-bd26-4e96-98e9-742b5d8e95bf,b4a69ec8-c9ea-472a-894c-11d6e5d4f39e,2458feb5-d35c-4c8a-9bbc-5b9b0133d4af,e61efb53-f908-4b27-9102-2f1f0b268463,bf796f86-10b8-4b53-a9eb-0ee8154f6f37,
tch_20200623-215505_468,class_20200623-215505_468,m4Au-76RQ,9c0d8ff2-9150-4451-88ab-3c9aa1f7b238,17e2fb18-5ddc-46f2-a1f2-02024c5218da,3b6e1cd4-c5ef-4002-b112-0851ae38232b,b09e2b33-0e0a-4805-ab1d-2fc8ce8bc7b5,8f639503-c6b8-493e-83ef-331c3afe0d6b,
tch_20200623-215505_473,class_20200623-215505_473,bd23-K3fd,e2050961-b1fc-48d1-9d3b-8a21d8f1255a,5d85531f-a378-4b82-ba4b-cfe67c0bf794,c61617bc-9d92-4cdb-ad20-fc3734969c5b,764e4b6a-6ae3-4ba3-83a6-5ab03e7095f1,9694a931-b010-462d-bb84-1155b158c3fa,
tch_20200623-215505_475,class_20200623-215505_475,4qc8-op87,2ab8d4ab-7b5d-41f0-a01b-b24e259950f5,665213a6-3577-4270-ac5c-600ded616638,a36178db-2245-4686-989b-acd6445771ed,b21175e6-e7a4-4537-83e6-b8710ee738b5,5691db35-bb8f-4815-a812-0abb29b9ab3f,
tch_20200623-215505_472,class_20200623-215505_472,84XG-kE8H,ced9a258-5eb4-4855-bf16-2ae37718fea2,8d5efd0e-d9a4-447a-8fb9-8789db97817c,534063f8-9052-4ffe-8fab-744ae05fff02,0bbb0cd7-8e2a-4f3c-be6e-65c45fe14945,5a4aae91-3ae4-4443-92bc-249907e92481,
tch_20200623-215505_474,class_20200623-215505_474,c2Yo-7BLG,0ebfb304-2372-47da-9119-cdc83de80ef6,00e4a915-dbff-4403-9200-6f30dc43341d,bac66417-1bcc-4f03-a0ae-ff80dba4563d,0a605736-59d7-4840-b9d2-c9af917e9612,fd4926d2-4890-40b8-a80e-7badd4d3cb55,
tch_20200623-215505_476,class_20200623-215505_476,H9eG-3u4C,908e0c98-3c8d-4f55-9253-a65e2cbae419,369518c8-2884-4b6b-97e5-1456afc5c044,a8a92530-734f-4fad-9e1d-203f394fdb18,fa93f58f-37d1-49c1-9c2e-d718bc1ca1c3,59bbf2a7-6e3c-4940-9296-a93cec56fa59,
tch_20200623-215505_477,class_20200623-215505_477,gqy3-u83e,c0e4d9b0-42c4-497d-b43f-bd22574e59b9,3df73a4e-a42b-4115-ad1b-7a73b2bce326,da7b57e8-e49f-4398-b80e-3a666563965d,0d6e3bdd-f9a6-45ac-b5fa-b5fa80d1e39c,7262f880-af73-47d5-a144-067711f0319b,
tch_20200623-215505_480,class_20200623-215505_480,9u4C-7QTt,d1f13672-c494-43c7-84e4-82e02628dc0c,5f310289-5dc2-4d8f-8748-8b9f70618598,43568a6b-1ec5-40a3-805e-e2ef92f7115e,887e226b-1918-4ecb-a23e-f8df0737c97b,942cdb7e-61dc-41a4-82c5-b8dfd93d2b99,
tch_20200623-215505_478,class_20200623-215505_478,jXY8-ojDG,f287491c-a1f0-449d-8f9b-35c5dd874ac0,82ea5075-c9a7-445b-81b5-219fb638d880,e98ed190-5617-463a-88be-eb7b2136ba85,358e5d24-2524-4ad3-876b-08b5032dd328,c30ad8eb-9031-4ee7-b3c0-1f53365f66e4,
tch_20200623-215505_482,class_20200623-215505_482,96u2-iefQ,386b4bba-394e-4995-8148-be6fa2d242fb,bdb8a633-f1e0-4bc2-bd7d-6460cad27576,3ba1e5d9-f17f-409b-aae2-d79ead154189,d27f0a90-cf6a-41c7-aad6-6da6ef5ac46e,ff3024f0-9d33-40db-b443-5cf4af0ff090,
tch_20200623-215505_479,class_20200623-215505_479,78s6-r4Wh,fe31fd7a-b92d-4d60-8ca9-63109d07c6f0,8c939854-a4c9-43b3-9f58-71ba4d9e6f27,eda124ec-bfbb-432b-9549-f75b969ad18b,48122323-3c79-46d6-a376-086fd55af58b,a92d4c42-f214-48e9-87f0-9fcdf3c46a66,
tch_20200623-215505_483,class_20200623-215505_483,CHM2-wz2d,68909018-1529-410f-aeb1-74c87af575a5,18074bef-0a7f-43f1-8d5a-7ecc21d7017e,6eea62be-55ec-4999-b448-285c55d3a182,c574eb6b-890d-4364-a853-d860f6128f8a,0b726dd4-dbe3-4df5-8144-c190f8b7971f,
tch_20200623-215505_484,class_20200623-215505_484,x8P7-Dd7w,970cfc7a-7e3d-488a-bbbf-31de2e69dce2,0da8dd33-427b-4f52-a817-3b4071cc60fe,423d4fb5-736c-4896-9d3b-9b69ada02abe,11bee301-d6e2-4f8b-b02a-5e5a45c1f0a9,415fd59d-5e46-4d44-b2e4-ba3fe9e6fed6,
tch_20200623-215505_481,class_20200623-215505_481,iDFP-s4Fb,cf20520e-d9fd-4bbb-b443-319a5d9f67b0,e861872f-ab95-454d-a68d-34bebaae7776,47b52b1a-011f-44f8-abff-951ef09a1271,00cd0597-e8d8-4abc-b3c9-9528fffc185f,f2c641c6-e33a-4821-b95f-a92adc58f621,
tch_20200623-215505_486,class_20200623-215505_486,UQ96-9djC,ba07ba41-5b34-4410-9b87-3692bb761435,c01d1753-2670-4cae-b8ac-66c60a819955,948e95a2-d944-4e26-a35d-0a51fa59cb1f,749f67ae-6a15-4b45-bcf5-7b732d7b4a25,725e5422-5448-4d12-a92b-198a8e37b695,
tch_20200623-215505_487,class_20200623-215505_487,ud6B-mdsB,137982e5-245e-47de-bdd2-cfabfb912c30,82ca3831-ed23-4fa1-8cc7-09f93ee35493,54f055a9-277d-401f-ba7b-d6b91c6f689e,eea7d55b-ae40-487f-81c4-aad4126ab49e,00d3996d-0dce-406b-a72f-be80085791e9,
tch_20200623-215505_489,class_20200623-215505_489,6z39-E9uC,d0a4adf7-cea0-45c1-a3d5-e449e1a07f6d,cd23d719-efa6-4892-85a8-f465609c38d7,d1dcaf29-be33-433e-b036-088c4fe495b2,8abd289c-fd31-4962-860f-fd969d47e04e,8338334f-bed5-4a39-ae36-8e47c27c5b9f,
tch_20200623-215505_485,class_20200623-215505_485,sR4n-8A4A,f571f0c9-a5a3-423c-9ce8-7ec356423314,93cdb865-a25a-4a83-a6af-78940917197e,f0935b3f-6c9d-4d43-9502-8104fd924dab,a4df603b-2850-4768-97c5-9cbaf90828c6,a078c24a-3b39-4bdf-976d-c245ffac6ace,
tch_20200623-215505_490,class_20200623-215505_490,G84z-276e,fde58c25-9afc-40f7-b142-bf98d341361e,ac3a5983-494b-449f-b6fb-bcd349602988,dc1b9e47-ac6f-42f1-a2f9-8e5200972f0f,bd9460eb-435c-4621-8933-30459bc51843,a12ed30e-14bb-4a75-aaa8-62a54e05f95c,
tch_20200623-215505_492,class_20200623-215505_492,VqXA-8gJr,5050ce7a-5353-46a0-b140-023a28e2ad63,80e68f88-7f10-45d6-bf62-5dfb66452f3b,05c7129c-2c33-4f47-b3a0-df0d75c622f8,f1fafb24-c366-47df-8800-f62ba5a16445,1f994bdf-aece-4d65-b815-9924f632e6e4,
tch_20200623-215505_491,class_20200623-215505_491,ZwAt-4wzV,a3ca354e-ffaa-4566-8831-0a201b828b3c,3daceaf5-6faa-462d-8138-bc276bd6e5cc,b74f4790-bbeb-40cd-8cc9-d1b166e2ad8d,91baf8c6-8d59-4ec9-94e9-a1b3a7aa7fc3,04957c91-436a-4685-950e-b143d9ca1212,
tch_20200623-215505_488,class_20200623-215505_488,67Ni-8d8H,ecc9adce-3e0a-4578-a746-b2d9ff3b7a6f,291f9b06-b912-4fdc-9800-7c866165d771,35b271e2-b871-4747-9a25-f0d4bdcb0c37,99629afb-89ac-4553-86ee-8ce968cd5aa5,a9a300cc-2def-41f3-ab8d-853af988d72e,
